,vfid,vfacc,vf_full_name,vf_pathogen,vf_short_name,vf_category
2068,VFG001827,YP_406304,enterotoxin ,Shigella flexneri 2a str. 301,senB,ShET2 (VF0258) 
2069,VFG001828,YP_403025,Shiga toxin subunit A; RNA-N-glycosidase; catalytic subunit ,Shigella dysenteriae Sd197,stxA,Shiga toxin (VF0117) 
2070,VFG001829,YP_403026,Shiga toxin subunit B precursor ,Shigella dysenteriae Sd197,stxB,Shiga toxin (VF0117) 
2071,VFG002041,NP_858211,"type III secretion system effector ipaH7.8, E3 ubiquitin ligase ",Shigella flexneri 2a str. 301,ipaH7.8,TTSS (VF0118) 
2072,VFG002042,NP_858359,"type III secretion system effector ipaH9.8, E3 ubiquitin ligase ",Shigella flexneri 2a str. 301,ipaH9.8,TTSS (VF0118) 
2073,VFG002043,NP_858360,type III secretion system effector kinase OspG ,Shigella flexneri 2a str. 301,ospG,TTSS (VF0118) 
2074,VFG002046,YP_404599,general secretion pathway protein C ,Shigella dysenteriae Sd197,gspC,T2SS (VF0333) 
2075,VFG002047,YP_404600,general secretion pathway protein D ,Shigella dysenteriae Sd197,gspD,T2SS (VF0333) 
2076,VFG002048,YP_404601,general secretion pathway protein E ,Shigella dysenteriae Sd197,gspE,T2SS (VF0333) 
2077,VFG002049,YP_404602,general secretion pathway protein F ,Shigella dysenteriae Sd197,gspF,T2SS (VF0333) 
2078,VFG002050,YP_404603,general secretion pathway protein G ,Shigella dysenteriae Sd197,gspG,T2SS (VF0333) 
2079,VFG002051,YP_404604,general secretion pathway protein H ,Shigella dysenteriae Sd197,gspH,T2SS (VF0333) 
2080,VFG002052,YP_404605,general secretion pathway protein I ,Shigella dysenteriae Sd197,gspI,T2SS (VF0333) 
2081,VFG002053,YP_404606,general secretion pathway protein J ,Shigella dysenteriae Sd197,gspJ,T2SS (VF0333) 
2082,VFG002054,YP_404607,general secretion pathway protein K ,Shigella dysenteriae Sd197,gspK,T2SS (VF0333) 
2083,VFG002055,YP_404608,general secretion pathway protein L ,Shigella dysenteriae Sd197,gspL,T2SS (VF0333) 
2084,VFG002056,YP_404609,general secretion pathway protein M ,Shigella dysenteriae Sd197,gspM,T2SS (VF0333) 
2085,VFG012760,NP_858157,"type III secretion system effector IpgB1, guanine nucleotide exchange factor (GEF) ",Shigella flexneri 2a str. 301,ipgB2,T3SS (SS011) 
2086,VFG012773,NP_858196,type III secretion system effector OspC2 ,Shigella flexneri 2a str. 301,ospC2,T3SS (SS011) 
2087,VFG012778,NP_858248,type III secretion system effector OspC3 ,Shigella flexneri 2a str. 301,ospC3,T3SS (SS011) 
2088,VFG012783,NP_858138,type III secretion system effector OspC4 ,Shigella flexneri 2a str. 301,ospC4,T3SS (SS011) 
2089,VFG012788,NP_858155,type III secretion system effector OspD1 ,Shigella flexneri 2a str. 301,ospD1,T3SS (SS011) 
2090,VFG012793,NP_858142,type III secretion system effector OspD2 ,Shigella flexneri 2a str. 301,ospD2,T3SS (SS011) 
2091,VFG012802,NP_858136,type III secretion system effector OspB ,Shigella flexneri 2a str. 301,ospB,T3SS (SS011) 
2092,VFG012807,NP_858227,type III secretion system effector OspC1 ,Shigella flexneri 2a str. 301,ospC1,T3SS (SS011) 
2093,VFG012812,NP_858143,"type III secretion system effector OspF, phosphothreonine lyase ",Shigella flexneri 2a str. 301,ospF,T3SS (SS011) 
2094,VFG012817,NP_858226,type III secretion system effector OspD3 ,Shigella flexneri 2a str. 301,ospD3/senA,T3SS (SS011) 
2095,VFG012822,ABS57166,type III secretion system effector OspE1 ,Shigella flexneri 2a str. 301,ospE1,T3SS (SS011) 
2096,VFG012825,ABS57165,type III secretion system effector OspE2 ,Shigella flexneri 2a str. 301,ospE2,T3SS (SS011) 
2097,VFG012833,NP_858398,"type III secretion system effector ipaH1.4, E3 ubiquitin ligase ",Shigella flexneri 2a str. 301,ipaH1.4,T3SS (SS011) 
2098,VFG012838,NP_858187,"type III secretion system effector ipaH2.5, E3 ubiquitin ligase ",Shigella flexneri 2a str. 301,ipaH2.5,T3SS (SS011) 
2099,VFG012841,NP_858212,"type III secretion system effector ipaH4.5, E3 ubiquitin ligase ",Shigella flexneri 2a str. 301,ipaH4.5,T3SS (SS011) 
2100,VFG013063,YP_405020,heme/hemoglobin transport protein ShuS ,Shigella dysenteriae Sd197,shuS,Shu (VF0256) 
2101,VFG013064,YP_405019,outer membrane heme/hemoglobin receptor ShuA ,Shigella dysenteriae Sd197,shuA,Shu (VF0256) 
2102,VFG013065,YP_405017,periplasmic binding protein ShuT ,Shigella dysenteriae Sd197,shuT,Shu (VF0256) 
2103,VFG013067,YP_405016,shu locus protein ShuX ,Shigella dysenteriae Sd197,shuX,Shu (VF0256) 
2104,VFG013068,YP_405015,shu locus protein ShuY ,Shigella dysenteriae Sd197,shuY,Shu (VF0256) 
2105,VFG013069,YP_405014,permease of iron compound ABC transport system ,Shigella dysenteriae Sd197,shuU,Shu (VF0256) 
2106,VFG013070,YP_405013,ATP-binding component of hemin transport system ,Shigella dysenteriae Sd197,shuV,Shu (VF0256) 
2107,VFG041905,NP_858255,"type III secretion system effector IpaJ, cysteine protease ",Shigella flexneri 2a str. 301,ipaJ,T3SS (SS011) 
2108,VFG042325,NP_858342,"type III secretion system effector OspI, glutamine deamidase ",Shigella flexneri 2a str. 301,ospI,T3SS (SS011) 
2109,VFG001273,NP_647159,gamma-hemolysin chain II precursor ,Staphylococcus aureus subsp. aureus MW2,hlgA,<gamma>-hemolysin (VF0011) 
2110,VFG001274,NP_647160,gamma-hemolysin component C ,Staphylococcus aureus subsp. aureus MW2,hlgC,<gamma>-hemolysin (VF0011) 
2111,VFG001275,NP_647161,gamma-hemolysin component B ,Staphylococcus aureus subsp. aureus MW2,hlgB,<gamma>-hemolysin (VF0011) 
2112,VFG001276,NP_646195,Panton-Valentine leukocidin chain F precursor ,Staphylococcus aureus subsp. aureus MW2,lukF-PV,PVL (VF0018) 
2113,VFG001277,NP_646196,Panton-Valentine leukocidin chain S precursor ,Staphylococcus aureus subsp. aureus MW2,lukS-PV,PVL (VF0018) 
2114,VFG001278,NP_646186,cell surface elastin binding protein ,Staphylococcus aureus subsp. aureus MW2,ebp,EbpS (VF0008) 
2115,VFG001279,NP_645333,Ser-Asp rich fibrinogen-binding bone sialoprotein-binding protein ,Staphylococcus aureus subsp. aureus MW2,sdrC,SDr (VF0019) 
2116,VFG001280,NP_645334,Ser-Asp rich fibrinogen-binding bone sialoprotein-binding protein ,Staphylococcus aureus subsp. aureus MW2,sdrD,SDr (VF0019) 
2117,VFG001281,NP_645335,Ser-Asp rich fibrinogen-binding bone sialoprotein-binding protein ,Staphylococcus aureus subsp. aureus MW2,sdrE,SDr (VF0019) 
2118,VFG001282,NP_647237,fibronectin-binding protein B ,Staphylococcus aureus subsp. aureus MW2,fnbB,FnBPs (VF0010) 
2119,VFG001283,NP_647238,fibronectin-binding protein A ,Staphylococcus aureus subsp. aureus MW2,fnbA,FnBPs (VF0010) 
2120,VFG001284,NP_647402,ica operon transcriptional regulator IcaR ,Staphylococcus aureus subsp. aureus MW2,icaR,Intercellular adhesion proteins (VF0014) 
2121,VFG001285,NP_647403,"N-acetylglucosaminyltransferase, involved in polysaccharide intercellular adhesin(PIA) synthesis ",Staphylococcus aureus subsp. aureus MW2,icaA,Intercellular adhesion proteins (VF0014) 
2122,VFG001286,NP_647404,"intercellular adhesion protein D, involved in polysaccharide intercellular adhesin(PIA) synthesis ",Staphylococcus aureus subsp. aureus MW2,icaD,Intercellular adhesion proteins (VF0014) 
2123,VFG001287,NP_647405,"N-deacetylase, involved in polysaccharide intercellular adhesin(PIA) synthesis ",Staphylococcus aureus subsp. aureus MW2,icaB,Intercellular adhesion proteins (VF0014) 
2124,VFG001288,NP_647406,"intercellular adhesion protein C, involved in polysaccharide intercellular adhesin(PIA) synthesis ",Staphylococcus aureus subsp. aureus MW2,icaC,Intercellular adhesion proteins (VF0014) 
2125,VFG001289,NP_645581,"Clumping factor A, fibrinogen-binding protein ",Staphylococcus aureus subsp. aureus MW2,clfA,Clumping factor (VF0004) 
2126,VFG001290,NP_647368,"Clumping factor B, adhesin ",Staphylococcus aureus subsp. aureus MW2,clfB,Clumping factor (VF0004) 
2127,VFG001291,NP_647429,collagen adhesin precursor ,Staphylococcus aureus subsp. aureus MW2,cna,CNA (VF0005) 
2128,VFG001292,NP_646776,delta-hemolysin ,Staphylococcus aureus subsp. aureus MW2,hld,<delta>-hemolysin (VF0007) 
2129,VFG001293,NP_645861,Alpha-Hemolysin precursor ,Staphylococcus aureus subsp. aureus MW2,hly/hla,<alpha>-hemolysin (VF0001) 
2130,VFG001294,NP_645747,Staphostatin B ,Staphylococcus aureus subsp. aureus MW2,sspC,Staphopain (VF0006) 
2131,VFG001295,NP_645748,staphopain cysteine proteinase SspB ,Staphylococcus aureus subsp. aureus MW2,sspB,Staphopain (VF0006) 
2132,VFG001296,NP_645749,serine protease; V8 protease; glutamyl endopeptidase ,Staphylococcus aureus subsp. aureus MW2,sspA,V8 protease (VF0023) 
2133,VFG001297,NP_644939,capsular polysaccharide synthesis enzyme ,Staphylococcus aureus subsp. aureus MW2,cap8A,Capsule (VF0003) 
2134,VFG001298,NP_644940,capsular polysaccharide synthesis enzyme Cap8B ,Staphylococcus aureus subsp. aureus MW2,cap8B,Capsule (VF0003) 
2135,VFG001299,NP_644941,capsular polysaccharide synthesis enzyme Cap8C ,Staphylococcus aureus subsp. aureus MW2,cap8C,Capsule (VF0003) 
2136,VFG001300,NP_644942,capsular polysaccharide synthesis enzyme Cap8D ,Staphylococcus aureus subsp. aureus MW2,cap8D,Capsule (VF0003) 
2137,VFG001301,NP_644943,capsular polysaccharide synthesis enzyme Cap8E ,Staphylococcus aureus subsp. aureus MW2,cap8E,Capsule (VF0003) 
2138,VFG001302,NP_644944,capsular polysaccharide synthesis enzyme Cap8F ,Staphylococcus aureus subsp. aureus MW2,cap8F,Capsule (VF0003) 
2139,VFG001303,NP_644945,capsular polysaccharide synthesis enzyme Cap8G ,Staphylococcus aureus subsp. aureus MW2,cap8G,Capsule (VF0003) 
2140,VFG001304,NP_644946,capsular polysaccharide synthesis enzyme Cap8H ,Staphylococcus aureus subsp. aureus MW2,cap8H,Capsule (VF0003) 
2141,VFG001305,NP_644947,capsular polysaccharide synthesis enzyme Cap8I ,Staphylococcus aureus subsp. aureus MW2,cap8I,Capsule (VF0003) 
2142,VFG001306,NP_644948,capsular polysaccharide synthesis enzyme Cap8J ,Staphylococcus aureus subsp. aureus MW2,cap8J,Capsule (VF0003) 
2143,VFG001307,NP_644949,capsular polysaccharide synthesis enzyme Cap8K ,Staphylococcus aureus subsp. aureus MW2,cap8K,Capsule (VF0003) 
2144,VFG001308,NP_644950,capsular polysaccharide synthesis enzyme Cap8L ,Staphylococcus aureus subsp. aureus MW2,cap8L,Capsule (VF0003) 
2145,VFG001309,NP_644951,capsular polysaccharide synthesis enzyme Cap8M ,Staphylococcus aureus subsp. aureus MW2,cap8M,Capsule (VF0003) 
2146,VFG001310,NP_644952,capsular polysaccharide synthesis enzyme Cap8N ,Staphylococcus aureus subsp. aureus MW2,cap8N,Capsule (VF0003) 
2147,VFG001311,NP_644953,capsular polysaccharide synthesis enzyme Cap8O ,Staphylococcus aureus subsp. aureus MW2,cap8O,Capsule (VF0003) 
2148,VFG001312,NP_644954,capsular polysaccharide synthesis enzyme Cap8P ,Staphylococcus aureus subsp. aureus MW2,cap8P,Capsule (VF0003) 
2149,VFG001313,NP_644899,Immunoglobulin G binding protein A precursor ,Staphylococcus aureus subsp. aureus MW2,spa,SpA (VF0017) 
2150,VFG001314,NP_647375,zinc metalloproteinase aureolysin ,Staphylococcus aureus subsp. aureus MW2,aur,Aureolysin (VF0024) 
2151,VFG001315,NP_646946,hyaluronate lyase precursor ,Staphylococcus aureus subsp. aureus MW2,hysA,Hyaluronate lyase (VF0013) 
2152,VFG001316,NP_645114,glycerol ester hydrolase ,Staphylococcus aureus subsp. aureus MW2,geh,Lipase (VF0012) 
2153,VFG001317,YP_001332074,"iron-regulated surface determinant protein B, haemoglobin receptor ",Staphylococcus aureus subsp. aureus str. Newman,isdB,Isd (VF0015) 
2154,VFG001318,YP_001332075,iron-regulated surface determinant protein A ,Staphylococcus aureus subsp. aureus str. Newman,isdA,Isd (VF0015) 
2155,VFG001319,YP_001332076,iron-regulated surface determinant protein C ,Staphylococcus aureus subsp. aureus str. Newman,isdC,Isd (VF0015) 
2156,VFG001320,NP_645831,iron-regulated surface determinant protein D ,Staphylococcus aureus subsp. aureus MW2,isdD,Isd (VF0015) 
2157,VFG001321,YP_001332078,iron-regulated surface determinant protein E ,Staphylococcus aureus subsp. aureus str. Newman,isdE,Isd (VF0015) 
2158,VFG001322,NP_645833,"iron-regulated surface determinant protein F, ATP-binding-cassette-type transmembrane transporter ",Staphylococcus aureus subsp. aureus MW2,isdF,Isd (VF0015) 
2159,VFG001323,NP_645834,NPQTN specific sortase B ,Staphylococcus aureus subsp. aureus MW2,srtB,Isd (VF0015) 
2160,VFG001324,YP_001332081,iron-regulated surface determinant protein G ,Staphylococcus aureus subsp. aureus str. Newman,isdG,Isd (VF0015) 
2161,VFG001325,NP_646706,staphylococcal enterotoxin A precursor ,Staphylococcus aureus subsp. aureus MW2,sea,SE (VF0020) 
2162,VFG001326,NP_646754,staphylococcal enterotoxin G precursor ,Staphylococcus aureus subsp. aureus MW2,selq,SE (VF0020) 
2163,VFG001327,NP_646755,staphylococcal enterotoxin K precursor ,Staphylococcus aureus subsp. aureus MW2,selk,SE (VF0020) 
2164,VFG001328,NP_646702,Staphylokinase precursor ,Staphylococcus aureus subsp. aureus MW2,sak,Staphylokinase (VF0021) 
2165,VFG001798,YP_186826,beta-hemolysin ,Staphylococcus aureus subsp. aureus COL,hlb,<beta>-hemolysin (VF0002) 
2166,VFG001799,CAB94853,extracellular proteins Map ,Staphylococcus aureus str. Newman D2C (ATCC 25904),map,Eap/Map (VF0016) 
2167,VFG001800,AAA17490,exfoliative toxin A ,Staphylococcus aureus ZM,eta,Exfoliative toxin (VF0009) 
2168,VFG001801,AAA26628,exfoliative toxin B ,Staphylococcus aureus,etb,Exfoliative toxin (VF0009) 
2169,VFG001802,AAA88550,staphylococcal enterotoxin B ,Staphylococcus aureus S6,seb,SE (VF0020) 
2170,VFG001803,NP_644866,staphylococcal enterotoxin H precursor ,Staphylococcus aureus subsp. aureus MW2,seh,SE (VF0020) 
2171,VFG001807,AAB06195,staphylococcal enterotoxin D precursor ,Staphylococcus aureus RN4220,sed,SE (VF0020) 
2172,VFG001808,AAA26617,staphylococcal enterotoxin E precursor ,Staphylococcus aureus,see,SE (VF0020) 
2173,VFG001809,NP_375120,toxic shock syndrome toxin-1 ,Staphylococcus aureus subsp. aureus N315,tsst-1,TSST-1 (VF0022) 
2174,VFG002404,NP_645075,"type VII secretion system protein EssA, monotopic membrane protein ",Staphylococcus aureus subsp. aureus MW2,essA,Type VII secretion system (VF0403) 
2175,VFG002405,NP_645073,type VII secretion system protein secreted protein EsxA ,Staphylococcus aureus subsp. aureus MW2,esxA,Type VII secretion system (VF0403) 
2176,VFG002406,NP_645074,type VII secretion system protein EsaA ,Staphylococcus aureus subsp. aureus MW2,esaA,Type VII secretion system (VF0403) 
2177,VFG002407,NP_645076,type VII secretion system protein EsaB ,Staphylococcus aureus subsp. aureus MW2,esaB,Type VII secretion system (VF0403) 
2178,VFG002408,NP_645078,"type VII secretion system protein EssB, monotopic membrane protein ",Staphylococcus aureus subsp. aureus MW2,essB,Type VII secretion system (VF0403) 
2179,VFG002409,NP_645079,"type VII secretion system protein EssC, FtsK/SpoIIIE family ATPase ",Staphylococcus aureus subsp. aureus MW2,essC,Type VII secretion system (VF0403) 
2180,VFG002410,NP_645081,type VII secretion system protein secreted protein EsxC ,Staphylococcus aureus subsp. aureus MW2,esaC,Type VII secretion system (VF0403) 
2181,VFG002411,NP_645082,type VII secretion system protein secreted protein EsxB ,Staphylococcus aureus subsp. aureus MW2,esxB,Type VII secretion system (VF0403) 
2182,VFG002418,YP_001331791,secreted von Willebrand factor-binding protein precursor ,Staphylococcus aureus subsp. aureus str. Newman,vWbp,vWbp (VF0420) 
2183,VFG002419,NP_645021,staphylocoagulase precursor ,Staphylococcus aureus subsp. aureus MW2,coa,Staphylocoagulase (VF0421) 
2184,VFG002420,NP_644838,Adenosine synthase A ,Staphylococcus aureus subsp. aureus MW2,adsA,AdsA (VF0422) 
2185,VFG002421,NP_647158,IgG-binding protein SBI ,Staphylococcus aureus subsp. aureus MW2,sbi,Sbi (VF0423) 
2186,VFG002422,YP_001332911,chemotaxis-inhibiting protein CHIPS ,Staphylococcus aureus subsp. aureus str. Newman,chp,CHIPS (VF0424) 
2187,VFG002423,YP_001332910,complement inhibitor SCIN ,Staphylococcus aureus subsp. aureus str. Newman,scn,SCIN (VF0425) 
2188,VFG004773,NP_647407,triacylglycerol lipase precursor ,Staphylococcus aureus subsp. aureus MW2,lip,Lipase (CVF091) 
2189,VFG004991,NP_645577,staphylococcal enterotoxin L precursor ,Staphylococcus aureus subsp. aureus MW2,sell,Enterotoxin-like L (CVF065) 
2190,VFG005009,NP_645576,staphylococcal enterotoxin C precursor ,Staphylococcus aureus subsp. aureus MW2,sec,Enterotoxin C (CVF057) 
2191,VFG000948,NP_663908,fibronectin-bing protein SfbII ,Streptococcus pyogenes MGAS315,fbaB,FBPs (VF0243) 
2192,VFG000949,NP_663902,fibronectin-bing protein SfbI ,Streptococcus pyogenes MGAS315,cpa,FBPs (VF0243) 
2193,VFG000950,NP_665531,M protein type 3 ,Streptococcus pyogenes MGAS315,emm,M protein (VF0242) 
2194,VFG000951,NP_665105,streptococcal exotoxin A precursor - phage associated ,Streptococcus pyogenes MGAS315,spea,Spes (VF0248) 
2195,VFG000952,NP_269185,streptococcal exotoxin I precursor ,Streptococcus pyogenes M1 GAS,spei,Spes (VF0248) 
2196,VFG000953,NP_665009,streptococcal exotoxin SpeK - phage associated ,Streptococcus pyogenes MGAS315,spek,Spes (VF0248) 
2197,VFG000954,NP_664724,streptococcal superantigen SSA - phage associated ,Streptococcus pyogenes MGAS315,ssa,Spes (VF0248) 
2198,VFG000955,NP_608047,M18 protein precursor ,Streptococcus pyogenes MGAS8232,emm,M protein (VF0242) 
2199,VFG000956,NP_607775,streptodornase ,Streptococcus pyogenes MGAS8232,sda,DNase (VF0252) 
2200,VFG000957,NP_607349,streptococcal exotoxin L precursor ,Streptococcus pyogenes MGAS8232,spel,Spes (VF0248) 
2201,VFG000958,NP_607350,streptococcal exotoxin M precursor ,Streptococcus pyogenes MGAS8232,spem,Spes (VF0248) 
2202,VFG000959,NP_269190,fibronectin-bing protein Fbp54 ,Streptococcus pyogenes M1 GAS,fbp54,FBPs (VF0243) 
2203,VFG000960,NP_269464,protein GRAB (protein G-related alpha 2M-binding protein) ,Streptococcus pyogenes M1 GAS,grab,GRAB (VF0254) 
2204,VFG000961,NP_269065,immunoglobulin G-degrading enzyme ,Streptococcus pyogenes M1 GAS,ideS/mac,IdeS (VF0284) 
2205,VFG000962,NP_270107,hyaluronate synthase ,Streptococcus pyogenes M1 GAS,hasA,Hyaluronic acid capsule (VF0244) 
2206,VFG000963,NP_270108,UDP-glucose 6-dehydrogenase ,Streptococcus pyogenes M1 GAS,hasB,Hyaluronic acid capsule (VF0244) 
2207,VFG000964,NP_270109,UDP-glucose pyrophosphorylase ,Streptococcus pyogenes M1 GAS,hasC,Hyaluronic acid capsule (VF0244) 
